"","index","schedule_date","schedule_season","schedule_week","team_home","team_home_full","team_away_full","score_home","score_away","score_total","over_under_line","over_under_diff","over_binary","spread_favorite","home_total_dvoa","home_weighted_dvoa","home_offense_dvoa","home_defense_dvoa","home_special_dvoa","home_off_def_difference","home_sec_play_total","home_sec_play_neutral","home_sec_play_composite","away_total_dvoa","away_weighted_dvoa","away_offense_dvoa","away_defense_dvoa","away_special_dvoa","away_off_def_difference","away_sec_play_total","away_sec_play_neutral","away_sec_play_composite","dvoa_total_cumulative","dvoa_total_difference","dvoa_weighted_cumulative","dvoa_weighted_difference","dvoa_offense_cumulative","dvoa_offense_difference","dvoa_defense_cumulative","dvoa_defense_difference","dvoa_special_cumulative","dvoa_special_difference","dvoa_home_offense_matchup","dvoa_away_offense_matchup","composite_pace_average","composite_pace_difference","offense_matchup_cumulative","offense_matchup_difference"
"55",55,"1993-10-03",1993,5,"SEA","SEA1993","LAC1993",31,14,45,31.5,13.5,1,-3.5,-5.4,-7,-8,-5,-2.4,-5.6,26.79,30.6,28.695,17.9,25.9,11.9,-3.5,2.5,9.4,26.34,29.15,27.745,12.5,23.3,18.9,32.9,3.9,19.9,-8.5,1.5,-5.9,4.9,-11.5,6.9,28.22,0.949999999999999,-4.6,18.4
"56",56,"1993-10-03",1993,5,"TB","TB1993","DET1993",27,10,37,37.5,-0.5,0,-7,-33.7,-19.6,-20.9,11.3,-1.5,-19.4,28.33,31.63,29.98,-2.3,-0.4,-11.7,-4.1,5.3,-17,29.3,32,30.65,-36,31.4,-20,19.2,-32.6,9.2,7.2,15.4,-5.6,6.8,-25,-0.399999999999999,30.315,0.669999999999998,-25.4,24.6
"57",57,"1993-10-04",1993,5,"MIA","MIA1993","WAS1993",17,10,27,41,-14,0,-4,3,1.7,11.3,8.2,-0.1,11.4,26.47,28.72,27.595,-24,-29.2,-10.2,12.3,-1.5,-8.7,26.92,29.88,28.4,-21,27,-27.5,30.9,1.1,21.5,20.5,4.1,12.2,1.4,23.6,-2,27.9975,0.805,21.6,25.6
"58",58,"1993-10-10",1993,6,"CLE","CLE1993","MIA1993",14,24,38,36.5,1.5,1,-2,0,5.6,-7.4,-2.2,5.2,-12.6,29.37,33.08,31.225,3,1.7,11.3,8.2,-0.1,11.4,26.47,28.72,27.595,3,3,7.3,3.9,3.9,18.7,6,10.4,13.4,5.3,0.799999999999999,9.1,29.41,3.63,9.9,8.3
"59",59,"1993-10-10",1993,6,"GB","GB1993","DEN1993",30,27,57,40,17,1,-2.5,10.8,9.7,-3.4,-9.1,5.2,-8.6,28.47,30.7,29.585,13.7,14.5,15,-1.3,-2.6,17.6,27.74,30.2,28.97,24.5,2.9,24.2,4.8,11.6,18.4,-10.4,7.8,3.9,7.8,-4.7,5.9,29.2775,0.615000000000002,1.2,10.6
"60",60,"1993-10-10",1993,6,"IND","IND1993","DAL1993",3,27,30,38,-8,0,-11,-38.9,-38.5,-21,18,0.1,-21.1,26.33,30.6,28.465,24.7,28.6,22.3,1.3,3.8,18.5,28.89,31.01,29.95,-14.2,63.6,-9.9,67.1,1.3,43.3,19.3,16.7,1.4,3.7,-19.7,40.3,29.2075,1.485,20.6,60
"61",61,"1993-10-10",1993,6,"KC","KC1993","CIN1993",17,15,32,35,-3,0,-14,20,17.9,12.6,-9.4,-2.1,14.7,28.44,30.28,29.36,-31.4,-23.2,-14.1,16.8,-0.5,-13.6,27.37,29.95,28.66,-11.4,51.4,-5.3,41.1,-1.5,26.7,7.4,26.2,14.7,1.6,29.4,-23.5,29.01,0.699999999999999,5.9,52.9
"62",62,"1993-10-10",1993,6,"LV","LV1993","NYJ1993",24,20,44,37,7,1,-2.5,10.8,5.1,4.9,2.1,8,-3.1,29.04,31.99,30.515,5.8,-2.4,5.6,-7.3,-7.2,12.8,29.67,32.76,31.215,16.6,5,2.7,7.5,10.5,0.699999999999999,-5.2,9.4,0.7,15.2,-2.4,7.7,30.865,0.699999999999999,5.3,10.1
"63",63,"1993-10-10",1993,6,"MIN","MIN1993","TB1993",15,0,15,36.6,-21.6,0,-9.5,8.3,13.9,0.2,-16.2,-8.1,8.3,27.91,30.96,29.435,-33.7,-19.6,-20.9,11.3,-1.5,-19.4,28.33,31.63,29.98,-25.4,42,-5.7,33.5,-20.7,21.1,-4.9,27.5,3.2,6.6,11.5,-37.1,29.7075,0.545000000000002,-25.6,48.6
"64",64,"1993-10-10",1993,6,"PHI","PHI1993","CHI1993",6,17,23,36.5,-13.5,0,-7,8.6,5.9,6.4,-8.1,-5.8,12.2,28.16,31.3,29.73,-7.2,-12.6,-14.6,-4.7,2.7,-17.3,29.05,31.74,30.395,1.4,15.8,-6.7,18.5,-8.2,21,-12.8,3.4,-10.5,8.5,1.7,-22.7,30.0625,0.664999999999999,-21,24.4
"65",65,"1993-10-10",1993,6,"ARI","ARI1993","NE1993",21,23,44,37,7,1,-10,-1.7,6.2,4.2,8.3,2.4,1.8,29.52,31.75,30.635,-25.8,-14.2,-12.2,7.6,-6,-6.2,26.21,29.92,28.065,-27.5,24.1,-8,20.4,-8,16.4,15.9,0.700000000000001,10,8.4,11.8,-3.9,29.35,2.57,7.9,15.7
"66",66,"1993-10-10",1993,6,"PIT","PIT1993","LAC1993",16,3,19,37,-18,0,-5,12.4,6.4,-1.2,-16.9,-3.3,2.1,28.14,30.26,29.2,17.9,25.9,11.9,-3.5,2.5,9.4,26.34,29.15,27.745,30.3,5.5,32.3,19.5,10.7,13.1,-20.4,13.4,-6.8,5.8,-4.7,-5,28.4725,1.455,-9.7,0.299999999999998
"67",67,"1993-10-10",1993,6,"WAS","WAS1993","NYG1993",7,41,48,37,11,1,-3.5,-24,-29.2,-10.2,12.3,-1.5,-8.7,26.92,29.88,28.4,12.8,13.1,11.2,-0.6,0.9,10.3,29.7,32.21,30.955,-11.2,36.8,-16.1,42.3,1,21.4,11.7,12.9,-2.1,2.4,-10.8,23.5,29.6775,2.555,12.7,34.3
"68",68,"1993-10-11",1993,6,"BUF","BUF1993","TEN1993",35,7,42,41,1,1,-3.5,7.8,-2,2,-5.5,0.4,1.6,24.07,24.86,24.465,18.9,32.1,-1.4,-18.1,2.2,-3.6,27.57,29.85,28.71,26.7,11.1,30.1,34.1,0.6,3.4,-23.6,12.6,-17.7,1.8,-16.1,-6.9,26.5875,4.245,-23,9.2
"69",69,"1993-10-14",1993,7,"ATL","ATL1993","LAR1993",30,24,54,43,11,1,-1,-8.3,-2,-7.5,7.4,6.6,-14.1,29.4,35.02,32.21,-22.9,-29.7,2.6,19.7,-5.9,8.5,27.55,31.24,29.395,-31.2,14.6,-31.7,27.7,-4.9,10.1,27.1,12.3,26.3,12.5,12.2,10,30.8025,2.815,22.2,2.2
"70",70,"1993-10-17",1993,7,"CIN","CIN1993","CLE1993",17,28,45,34,11,1,-5.5,-31.4,-23.2,-14.1,16.8,-0.5,-13.6,27.37,29.95,28.66,0,5.6,-7.4,-2.2,5.2,-12.6,29.37,33.08,31.225,-31.4,31.4,-17.6,28.8,-21.5,6.7,14.6,19,-2.7,5.7,-16.3,9.4,29.9425,2.565,-6.9,25.7
"71",71,"1993-10-17",1993,7,"DET","DET1993","SEA1993",30,10,40,34.5,5.5,1,-5.5,-2.3,-0.4,-11.7,-4.1,5.3,-17,29.3,32,30.65,-5.4,-7,-8,-5,-2.4,-5.6,26.79,30.6,28.695,-7.7,3.1,-7.4,6.6,-19.7,3.7,-9.1,0.9,0.3,7.7,-16.7,-12.1,29.6725,1.955,-28.8,4.6
"72",72,"1993-10-17",1993,7,"NE","NE1993","TEN1993",14,28,42,36,6,1,-6.5,-25.8,-14.2,-12.2,7.6,-6,-6.2,26.21,29.92,28.065,18.9,32.1,-1.4,-18.1,2.2,-3.6,27.57,29.85,28.71,-6.9,44.7,17.9,46.3,-13.6,10.8,-10.5,25.7,-24.1,8.2,-30.3,6.2,28.3875,0.645,-24.1,36.5
"73",73,"1993-10-17",1993,7,"NYG","NYG1993","PHI1993",21,10,31,35.5,-4.5,0,-7.5,12.8,13.1,11.2,-0.6,0.9,10.3,29.7,32.21,30.955,8.6,5.9,6.4,-8.1,-5.8,12.2,28.16,31.3,29.73,21.4,4.2,19,7.2,17.6,4.8,-8.7,7.5,-7.2,6.7,3.1,5.8,30.3425,1.225,8.9,2.7
"74",74,"1993-10-17",1993,7,"ARI","ARI1993","WAS1993",36,6,42,37.5,4.5,1,-1.5,-1.7,6.2,4.2,8.3,2.4,1.8,29.52,31.75,30.635,-24,-29.2,-10.2,12.3,-1.5,-8.7,26.92,29.88,28.4,-25.7,22.3,-23,35.4,-6,14.4,20.6,4,14.7,3.9,16.5,-1.9,29.5175,2.235,14.6,18.4
"75",75,"1993-10-17",1993,7,"PIT","PIT1993","NO1993",37,14,51,33,18,1,-3,12.4,6.4,-1.2,-16.9,-3.3,2.1,28.14,30.26,29.2,0.2,-17.1,-14.2,-7.8,6.6,-20.8,28.1,30.68,29.39,12.6,12.2,-10.7,23.5,-15.4,13,-24.7,9.1,-11.1,9.9,-9,-31.1,29.295,0.190000000000001,-40.1,22.1
"76",76,"1993-10-17",1993,7,"LAC","LAC1993","KC1993",14,17,31,34,-3,0,-4,17.9,25.9,11.9,-3.5,2.5,9.4,26.34,29.15,27.745,20,17.9,12.6,-9.4,-2.1,14.7,28.44,30.28,29.36,37.9,2.1,43.8,8,24.5,0.699999999999999,-12.9,5.9,-6.9,4.6,2.5,9.1,28.5525,1.615,11.6,6.6
"77",77,"1993-10-18",1993,7,"DEN","DEN1993","LV1993",20,23,43,39,4,1,-6.5,13.7,14.5,15,-1.3,-2.6,17.6,27.74,30.2,28.97,10.8,5.1,4.9,2.1,8,-3.1,29.04,31.99,30.515,24.5,2.9,19.6,9.4,19.9,10.1,0.8,3.4,-0.5,10.6,17.1,3.6,29.7425,1.545,20.7,13.5
"78",78,"1993-10-24",1993,8,"CLE","CLE1993","PIT1993",28,23,51,34.5,16.5,1,-2,0,5.6,-7.4,-2.2,5.2,-12.6,29.37,33.08,31.225,12.4,6.4,-1.2,-16.9,-3.3,2.1,28.14,30.26,29.2,12.4,12.4,12,0.800000000000001,-8.6,6.2,-19.1,14.7,-11.7,8.5,-24.3,-3.4,30.2125,2.025,-27.7,20.9
"79",79,"1993-10-24",1993,8,"TEN","TEN1993","CIN1993",28,12,40,39,1,1,-13.5,18.9,32.1,-1.4,-18.1,2.2,-3.6,27.57,29.85,28.71,-31.4,-23.2,-14.1,16.8,-0.5,-13.6,27.37,29.95,28.66,-12.5,50.3,8.9,55.3,-15.5,12.7,-1.3,34.9,19,2.7,15.4,-32.2,28.685,0.0500000000000007,-16.8,47.6
"80",80,"1993-10-24",1993,8,"LAR","LAR1993","DET1993",13,16,29,37.5,-8.5,0,-1,-22.9,-29.7,2.6,19.7,-5.9,8.5,27.55,31.24,29.395,-2.3,-0.4,-11.7,-4.1,5.3,-17,29.3,32,30.65,-25.2,20.6,-30.1,29.3,-9.1,14.3,15.6,23.8,-10,11.2,-1.5,8,30.0225,1.255,6.5,9.5
"81",81,"1993-10-24",1993,8,"MIA","MIA1993","IND1993",41,27,68,35.5,32.5,1,-7.5,3,1.7,11.3,8.2,-0.1,11.4,26.47,28.72,27.595,-38.9,-38.5,-21,18,0.1,-21.1,26.33,30.6,28.465,-35.9,41.9,-36.8,40.2,-9.7,32.3,26.2,9.8,17.9,0.2,29.3,-12.8,28.03,0.870000000000001,16.5,42.1
"82",82,"1993-10-24",1993,8,"NO","NO1993","ATL1993",15,26,41,43,-2,0,-11,0.2,-17.1,-14.2,-7.8,6.6,-20.8,28.1,30.68,29.39,-8.3,-2,-7.5,7.4,6.6,-14.1,29.4,35.02,32.21,-8.1,8.5,-19.1,15.1,-21.7,6.7,-0.399999999999999,15.2,14,0,-6.8,-15.3,30.8,2.82,-22.1,8.5
"83",83,"1993-10-24",1993,8,"NYJ","NYJ1993","BUF1993",10,19,29,41,-12,0,-3,5.8,-2.4,5.6,-7.3,-7.2,12.8,29.67,32.76,31.215,7.8,-2,2,-5.5,0.4,1.6,24.07,24.86,24.465,13.6,2,-4.4,0.4,7.6,3.6,-12.8,1.8,-12.7,7.6,0.0999999999999996,-5.3,27.84,6.75,-5.2,5.4
"84",84,"1993-10-24",1993,8,"SF","SF1993","ARI1993",28,14,42,42.5,-0.5,0,-10.5,24.4,24.5,31.9,4.8,-2.6,34.5,28.04,30.5,29.27,-1.7,6.2,4.2,8.3,2.4,1.8,29.52,31.75,30.635,22.7,26.1,30.7,18.3,36.1,27.7,13.1,3.5,5.7,5,40.2,9,29.9525,1.365,49.2,31.2
"85",85,"1993-10-24",1993,8,"SEA","SEA1993","NE1993",10,9,19,33,-14,0,-8.5,-5.4,-7,-8,-5,-2.4,-5.6,26.79,30.6,28.695,-25.8,-14.2,-12.2,7.6,-6,-6.2,26.21,29.92,28.065,-31.2,20.4,-21.2,7.2,-20.2,4.2,2.6,12.6,5.2,3.6,-0.4,-17.2,28.38,0.629999999999999,-17.6,16.8
"86",86,"1993-10-24",1993,8,"TB","TB1993","GB1993",14,37,51,36.5,14.5,1,-6,-33.7,-19.6,-20.9,11.3,-1.5,-19.4,28.33,31.63,29.98,10.8,9.7,-3.4,-9.1,5.2,-8.6,28.47,30.7,29.585,-22.9,44.5,-9.9,29.3,-24.3,17.5,2.2,20.4,-10.6,6.7,-30,7.9,29.7825,0.395,-22.1,37.9
"87",87,"1993-10-25",1993,8,"CHI","CHI1993","MIN1993",12,19,31,34,-3,0,-3,-7.2,-12.6,-14.6,-4.7,2.7,-17.3,29.05,31.74,30.395,8.3,13.9,0.2,-16.2,-8.1,8.3,27.91,30.96,29.435,1.1,15.5,1.3,26.5,-14.4,14.8,-20.9,11.5,-13.5,10.8,-30.8,-4.5,29.915,0.960000000000001,-35.3,26.3
"88",88,"1993-10-31",1993,9,"ATL","ATL1993","TB1993",24,31,55,42.5,12.5,1,-9.5,-8.3,-2,-7.5,7.4,6.6,-14.1,29.4,35.02,32.21,-33.7,-19.6,-20.9,11.3,-1.5,-19.4,28.33,31.63,29.98,-42,25.4,-21.6,17.6,-28.4,13.4,18.7,3.9,17.9,8.1,3.8,-13.5,31.095,2.23,-9.7,17.3
"89",89,"1993-10-31",1993,9,"DEN","DEN1993","SEA1993",28,17,45,36.5,8.5,1,-8.5,13.7,14.5,15,-1.3,-2.6,17.6,27.74,30.2,28.97,-5.4,-7,-8,-5,-2.4,-5.6,26.79,30.6,28.695,8.3,19.1,7.5,21.5,7,23,-6.3,3.7,-7.6,0.2,10,-9.3,28.8325,0.274999999999999,0.699999999999999,19.3
"90",90,"1993-10-31",1993,9,"GB","GB1993","CHI1993",17,3,20,35,-15,0,-6.5,10.8,9.7,-3.4,-9.1,5.2,-8.6,28.47,30.7,29.585,-7.2,-12.6,-14.6,-4.7,2.7,-17.3,29.05,31.74,30.395,3.6,18,-2.9,22.3,-18,11.2,-13.8,4.4,0.5,2.5,-8.1,-23.7,29.99,0.809999999999999,-31.8,15.6
"91",91,"1993-10-31",1993,9,"IND","IND1993","NE1993",9,6,15,35.5,-20.5,0,-7,-38.9,-38.5,-21,18,0.1,-21.1,26.33,30.6,28.465,-25.8,-14.2,-12.2,7.6,-6,-6.2,26.21,29.92,28.065,-64.7,13.1,-52.7,24.3,-33.2,8.8,25.6,10.4,7.7,6.1,-13.4,5.8,28.265,0.399999999999999,-7.6,19.2
"92",92,"1993-10-31",1993,9,"LV","LV1993","LAC1993",23,30,53,34.5,18.5,1,-4,10.8,5.1,4.9,2.1,8,-3.1,29.04,31.99,30.515,17.9,25.9,11.9,-3.5,2.5,9.4,26.34,29.15,27.745,28.7,7.1,31,20.8,16.8,7,-1.4,5.6,4.5,5.5,1.4,14,29.13,2.77,15.4,12.6
"93",93,"1993-10-31",1993,9,"MIA","MIA1993","KC1993",30,10,40,36,4,1,-1,3,1.7,11.3,8.2,-0.1,11.4,26.47,28.72,27.595,20,17.9,12.6,-9.4,-2.1,14.7,28.44,30.28,29.36,23,17,19.6,16.2,23.9,1.3,-1.2,17.6,-9.5,2,1.9,20.8,28.4775,1.765,22.7,18.9
"94",94,"1993-10-31",1993,9,"MIN","MIN1993","DET1993",27,30,57,35,22,1,-4,8.3,13.9,0.2,-16.2,-8.1,8.3,27.91,30.96,29.435,-2.3,-0.4,-11.7,-4.1,5.3,-17,29.3,32,30.65,6,10.6,13.5,14.3,-11.5,11.9,-20.3,12.1,-12.2,13.4,-3.9,-27.9,30.0425,1.215,-31.8,24
"95",95,"1993-10-31",1993,9,"NYG","NYG1993","NYJ1993",6,10,16,37,-21,0,-6.5,12.8,13.1,11.2,-0.6,0.9,10.3,29.7,32.21,30.955,5.8,-2.4,5.6,-7.3,-7.2,12.8,29.67,32.76,31.215,18.6,7,10.7,15.5,16.8,5.6,-7.9,6.7,-6.4,8.1,3.9,5,31.085,0.260000000000002,8.9,1.1
"96",96,"1993-10-31",1993,9,"PHI","PHI1993","DAL1993",10,23,33,38.5,-5.5,0,-10.5,8.6,5.9,6.4,-8.1,-5.8,12.2,28.16,31.3,29.73,24.7,28.6,22.3,1.3,3.8,18.5,28.89,31.01,29.95,33.3,16.1,34.5,22.7,28.7,15.9,-6.8,9.4,-4.5,9.6,7.7,14.2,29.84,0.219999999999999,21.9,6.5
"97",97,"1993-10-31",1993,9,"ARI","ARI1993","NO1993",17,20,37,38,-1,0,-3,-1.7,6.2,4.2,8.3,2.4,1.8,29.52,31.75,30.635,0.2,-17.1,-14.2,-7.8,6.6,-20.8,28.1,30.68,29.39,-1.5,1.9,-10.9,23.3,-10,18.4,0.500000000000001,16.1,-5.4,4.2,-3.6,-5.9,30.0125,1.245,-9.5,2.3
"98",98,"1993-10-31",1993,9,"SF","SF1993","LAR1993",40,17,57,43.5,13.5,1,-13,24.4,24.5,31.9,4.8,-2.6,34.5,28.04,30.5,29.27,-22.9,-29.7,2.6,19.7,-5.9,8.5,27.55,31.24,29.395,1.5,47.3,-5.2,54.2,34.5,29.3,24.5,14.9,17.1,3.3,51.6,7.4,29.3325,0.125,59,44.2
"99",99,"1993-11-01",1993,9,"BUF","BUF1993","WAS1993",24,10,34,40.5,-6.5,0,-9,7.8,-2,2,-5.5,0.4,1.6,24.07,24.86,24.465,-24,-29.2,-10.2,12.3,-1.5,-8.7,26.92,29.88,28.4,-16.2,31.8,-31.2,27.2,-8.2,12.2,6.8,17.8,12.7,1.9,14.3,-15.7,26.4325,3.935,-1.4,30
"100",100,"1993-11-07",1993,10,"CHI","CHI1993","LV1993",14,16,30,33.5,-3.5,0,-2,-7.2,-12.6,-14.6,-4.7,2.7,-17.3,29.05,31.74,30.395,10.8,5.1,4.9,2.1,8,-3.1,29.04,31.99,30.515,3.6,18,-7.5,17.7,-9.7,19.5,-2.6,6.8,4.8,5.3,-12.5,0.2,30.455,0.120000000000001,-12.3,12.7
"101",101,"1993-11-07",1993,10,"CIN","CIN1993","PIT1993",16,24,40,35.5,4.5,1,-9.5,-31.4,-23.2,-14.1,16.8,-0.5,-13.6,27.37,29.95,28.66,12.4,6.4,-1.2,-16.9,-3.3,2.1,28.14,30.26,29.2,-19,43.8,-16.8,29.6,-15.3,12.9,-0.0999999999999979,33.7,-17.4,2.8,-31,15.6,28.93,0.539999999999999,-15.4,46.6
"102",102,"1993-11-07",1993,10,"CLE","CLE1993","DEN1993",14,29,43,37,6,1,-2.5,0,5.6,-7.4,-2.2,5.2,-12.6,29.37,33.08,31.225,13.7,14.5,15,-1.3,-2.6,17.6,27.74,30.2,28.97,13.7,13.7,20.1,8.9,7.6,22.4,-3.5,0.9,3.9,7.8,-8.7,12.8,30.0975,2.255,4.1,21.5
"103",103,"1993-11-07",1993,10,"DAL","DAL1993","NYG1993",31,9,40,37,3,1,-10,24.7,28.6,22.3,1.3,3.8,18.5,28.89,31.01,29.95,12.8,13.1,11.2,-0.6,0.9,10.3,29.7,32.21,30.955,37.5,11.9,41.7,15.5,33.5,11.1,0.7,1.9,3.2,2.9,21.7,12.5,30.4525,1.005,34.2,9.2
"104",104,"1993-11-07",1993,10,"DET","DET1993","TB1993",23,0,23,40,-17,0,-12,-2.3,-0.4,-11.7,-4.1,5.3,-17,29.3,32,30.65,-33.7,-19.6,-20.9,11.3,-1.5,-19.4,28.33,31.63,29.98,-36,31.4,-20,19.2,-32.6,9.2,7.2,15.4,16.6,6.8,-0.399999999999999,-25,30.315,0.669999999999998,-25.4,24.6
"105",105,"1993-11-07",1993,10,"TEN","TEN1993","SEA1993",24,14,38,37.5,0.5,1,-9,18.9,32.1,-1.4,-18.1,2.2,-3.6,27.57,29.85,28.71,-5.4,-7,-8,-5,-2.4,-5.6,26.79,30.6,28.695,13.5,24.3,25.1,39.1,-9.4,6.6,-23.1,13.1,-2.8,4.6,-6.4,-26.1,28.7025,0.0150000000000006,-32.5,19.7
"106",106,"1993-11-07",1993,10,"MIN","MIN1993","LAC1993",17,30,47,36,11,1,-4,8.3,13.9,0.2,-16.2,-8.1,8.3,27.91,30.96,29.435,17.9,25.9,11.9,-3.5,2.5,9.4,26.34,29.15,27.745,26.2,9.6,39.8,12,12.1,11.7,-19.7,12.7,-11.6,10.6,-3.3,-4.3,28.59,1.69,-7.6,0.999999999999999
"107",107,"1993-11-07",1993,10,"NE","NE1993","BUF1993",10,13,23,37,-14,0,-9.5,-25.8,-14.2,-12.2,7.6,-6,-6.2,26.21,29.92,28.065,7.8,-2,2,-5.5,0.4,1.6,24.07,24.86,24.465,-18,33.6,-16.2,12.2,-10.2,14.2,2.1,13.1,-11.5,6.4,-17.7,9.6,26.265,3.6,-8.1,27.3
"108",108,"1993-11-07",1993,10,"NYJ","NYJ1993","MIA1993",27,10,37,38.5,-1.5,0,-1.5,5.8,-2.4,5.6,-7.3,-7.2,12.8,29.67,32.76,31.215,3,1.7,11.3,8.2,-0.1,11.4,26.47,28.72,27.595,8.8,2.8,-0.7,4.1,16.9,5.7,0.899999999999999,15.5,0.999999999999999,7.1,13.8,4,29.405,3.62,17.8,9.8
"109",109,"1993-11-07",1993,10,"ARI","ARI1993","PHI1993",16,3,19,36,-17,0,-2,-1.7,6.2,4.2,8.3,2.4,1.8,29.52,31.75,30.635,8.6,5.9,6.4,-8.1,-5.8,12.2,28.16,31.3,29.73,6.9,10.3,12.1,0.3,10.6,2.2,0.200000000000001,16.4,-5.7,8.2,-3.9,14.7,30.1825,0.905000000000001,10.8,18.6
"110",110,"1993-11-07",1993,10,"WAS","WAS1993","IND1993",30,24,54,38,16,1,-6.5,-24,-29.2,-10.2,12.3,-1.5,-8.7,26.92,29.88,28.4,-38.9,-38.5,-21,18,0.1,-21.1,26.33,30.6,28.465,-62.9,14.9,-67.7,9.3,-31.2,10.8,30.3,5.7,16.5,1.6,7.8,-8.7,28.4325,0.0650000000000013,-0.899999999999999,16.5
"111",111,"1993-11-08",1993,10,"KC","KC1993","GB1993",23,16,39,37,2,1,-4,20,17.9,12.6,-9.4,-2.1,14.7,28.44,30.28,29.36,10.8,9.7,-3.4,-9.1,5.2,-8.6,28.47,30.7,29.585,30.8,9.2,27.6,8.2,9.2,16,-18.5,0.300000000000001,-11.2,7.3,3.5,-12.8,29.4725,0.225000000000001,-9.3,16.3
"112",112,"1993-11-14",1993,11,"CIN","CIN1993","TEN1993",3,38,41,37,4,1,-8,-31.4,-23.2,-14.1,16.8,-0.5,-13.6,27.37,29.95,28.66,18.9,32.1,-1.4,-18.1,2.2,-3.6,27.57,29.85,28.71,-12.5,50.3,8.9,55.3,-15.5,12.7,-1.3,34.9,-18.6,2.7,-32.2,15.4,28.685,0.0500000000000007,-16.8,47.6
"113",113,"1993-11-14",1993,11,"DAL","DAL1993","ARI1993",20,15,35,38,-3,0,-12.5,24.7,28.6,22.3,1.3,3.8,18.5,28.89,31.01,29.95,-1.7,6.2,4.2,8.3,2.4,1.8,29.52,31.75,30.635,23,26.4,34.8,22.4,26.5,18.1,9.6,7,12.1,1.4,30.6,5.5,30.2925,0.685000000000002,36.1,25.1
"114",114,"1993-11-14",1993,11,"DEN","DEN1993","MIN1993",23,26,49,38,11,1,-7,13.7,14.5,15,-1.3,-2.6,17.6,27.74,30.2,28.97,8.3,13.9,0.2,-16.2,-8.1,8.3,27.91,30.96,29.435,22,5.4,28.4,0.6,15.2,14.8,-17.5,14.9,-18.8,5.5,-1.2,-1.1,29.2025,0.465,-2.3,0.0999999999999992
"115",115,"1993-11-14",1993,11,"IND","IND1993","NYJ1993",17,31,48,37.5,10.5,1,-4.5,-38.9,-38.5,-21,18,0.1,-21.1,26.33,30.6,28.465,5.8,-2.4,5.6,-7.3,-7.2,12.8,29.67,32.76,31.215,-33.1,44.7,-40.9,36.1,-15.4,26.6,10.7,25.3,-7.2,7.3,-28.3,23.6,29.84,2.75,-4.7,51.9
"116",116,"1993-11-14",1993,11,"LV","LV1993","KC1993",20,31,51,36.5,14.5,1,-3,10.8,5.1,4.9,2.1,8,-3.1,29.04,31.99,30.515,20,17.9,12.6,-9.4,-2.1,14.7,28.44,30.28,29.36,30.8,9.2,23,12.8,17.5,7.7,-7.3,11.5,-1.4,10.1,-4.5,14.7,29.9375,1.155,10.2,19.2
"117",117,"1993-11-14",1993,11,"LAR","LAR1993","ATL1993",0,13,13,43,-30,0,-3,-22.9,-29.7,2.6,19.7,-5.9,8.5,27.55,31.24,29.395,-8.3,-2,-7.5,7.4,6.6,-14.1,29.4,35.02,32.21,-31.2,14.6,-31.7,27.7,-4.9,10.1,27.1,12.3,1.5,12.5,10,12.2,30.8025,2.815,22.2,2.2
"118",118,"1993-11-14",1993,11,"NO","NO1993","GB1993",17,19,36,37.5,-1.5,0,-6,0.2,-17.1,-14.2,-7.8,6.6,-20.8,28.1,30.68,29.39,10.8,9.7,-3.4,-9.1,5.2,-8.6,28.47,30.7,29.585,11,10.6,-7.4,26.8,-17.6,10.8,-16.9,1.3,-2.5,1.4,-23.3,-11.2,29.4875,0.195,-34.5,12.1
"119",119,"1993-11-14",1993,11,"NYG","NYG1993","WAS1993",20,6,26,37,-11,0,-7.5,12.8,13.1,11.2,-0.6,0.9,10.3,29.7,32.21,30.955,-24,-29.2,-10.2,12.3,-1.5,-8.7,26.92,29.88,28.4,-11.2,36.8,-16.1,42.3,1,21.4,11.7,12.9,13.2,2.4,23.5,-10.8,29.6775,2.555,12.7,34.3
"120",120,"1993-11-14",1993,11,"PHI","PHI1993","MIA1993",14,19,33,36.5,-3.5,0,-6,8.6,5.9,6.4,-8.1,-5.8,12.2,28.16,31.3,29.73,3,1.7,11.3,8.2,-0.1,11.4,26.47,28.72,27.595,11.6,5.6,7.6,4.2,17.7,4.9,0.0999999999999996,16.3,2.4,5.7,14.6,3.2,28.6625,2.135,17.8,11.4
"121",121,"1993-11-14",1993,11,"LAC","LAC1993","CHI1993",13,16,29,34.5,-5.5,0,-8.5,17.9,25.9,11.9,-3.5,2.5,9.4,26.34,29.15,27.745,-7.2,-12.6,-14.6,-4.7,2.7,-17.3,29.05,31.74,30.395,10.7,25.1,13.3,38.5,-2.7,26.5,-8.2,1.2,-2.2,0.2,7.2,-18.1,29.07,2.65,-10.9,25.3
"122",122,"1993-11-14",1993,11,"SEA","SEA1993","CLE1993",22,5,27,34,-7,0,-3,-5.4,-7,-8,-5,-2.4,-5.6,26.79,30.6,28.695,0,5.6,-7.4,-2.2,5.2,-12.6,29.37,33.08,31.225,-5.4,5.4,-1.4,12.6,-15.4,0.6,-7.2,2.8,-4.6,7.6,-10.2,-12.4,29.96,2.53,-22.6,2.2
